new_primary_key,Misc_Comments,Zip_Code,Q25_Sold_Info_Loan_Type,Q25_Sold_Info_Loan_Type_TEXT,Q4_Solar_Panels__KW,Q5_Solar_Panels_Ownership,Q6_Prepaid_or_Zerodown,Q7_Lease_Payment_Monthly,Q8_Solar_Installer_Name,Q9_Prepay_Stipulation,Q10_1_Matrix_Good_Environment,Q10_2_Matrix_Climate_Change_Concern,Q10_3_Matrix_Cleaner_Energy,Q10_4_Matrix_Lower_Electric_Bills,Q10_5_Matrix_Net_Metering_Profit,Q10_6_Matrix_Rent_Property,Q10_7_Matrix_Neighbor_Bob,Q10_8_Matrix_Maintenance_Repair,Q10_9_Matrix_Add_Value_to_Home,Q10_10_Matrix_Go_Off_Grid,Q18_Storage_Familiar,Q19_1_Storage_Usage_Backup,Q19_2_Storage_Usage_LoadShifting,Q19_3_Storage_Usage_OffGrid,Q26_Storage_Influence_HomePurchase,Q20_Storage_Likelyhood_to_Buy_Batteries,Q14_Demographics_Gender,Q13_Demographics_Age,Q17_Demographics_Income_Range,Q17 Income_Range_Holder,Q15_Demographics_Race_Ethnicity,Q15_TEXT_Demographics_Race_Ethnicity,Q16_Demographics_Education,Q11_Qual_Question_1,Q12_Qual_Question_2
2574,,85383,a) Conventional,,,b) Owned solar,c) System is owned,,,,Somewhat positive,Very negative,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Somewhat negative,Somewhat positive,Neutral,e) Never heard of it,2,1,3,c) More likely to buy,a) Very Unlikely,Female,32,"$100,000 or more",100,White,,Bachelor degree,Not very happy. We had hoped it would offset energy costs more. ,
2585,,85396,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,130,Sunpower,"b) No, this was not a stipulation",Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,Neutral,Somewhat negative,Somewhat negative,Neutral,c) A Little familiar,,1,,c) More likely to buy,c) Undecided,Female,57,"$100,000 or more",100,White,,Associate degree,Yes - so far costs have been steady,A little skeptical at first - OK with it now
2594,,85351,a) Conventional,,,b) Owned solar,c) System is owned,,American Solar Electric,,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,e) Never heard of it,2,1,3,b) No influence,c) Undecided,Female,64,"$50,000 â€“ $59,999",50,White,,Graduate degree,,"I had leased previous to purchasing this home. I did not track my use. However, I intend to track my use now. Owning the unit will, I hope, prove to be a lucky addition to an already wonderful home. "
2596,,85383,a) Conventional,,4,b) Owned solar,c) System is owned,,SunPower,,Somewhat positive,Neutral,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat negative,Somewhat positive,Neutral,e) Never heard of it,1,2,3,b) No influence,b) Unlikely,Male,35,"$100,000 or more",100,Asian,,Graduate degree,Yes,
2598,,85260,a) Conventional,,,b) Owned solar,c) System is owned,,,,Neutral,Somewhat positive,Neutral,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,d) Vaguely familiar,,1,,b) No influence,a) Very Unlikely,Female,43,"$100,000 or more",100,White,,Bachelor degree,Yes,
2599,,85207,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,57,Solar City,"b) No, this was not a stipulation",Very positive,Neutral,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,2,1,3,c) More likely to buy,c) Undecided,Female,28,"$60,000 â€“ $69,999",60,White,,Bachelor degree,"Yes, no hassle involved and it has lowered our monthly SRP bill. ",
2608,,85254,a) Conventional,,5,b) Owned solar,c) System is owned,,Stealth Solar,,Very positive,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Somewhat positive,Somewhat positive,Very positive,c) A Little familiar,1,2,3,b) No influence,c) Undecided,Male,38,"$80,000 â€“ $89,999",80,White,,Some college but no degree,"Yes, bills are less.",Nothing else.
2609,,85306,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,70,Solar City,"b) No, this was not a stipulation",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,,,,,,Female,31,"$70,000 â€“ $79,999",70,White,,Graduate degree,,
2614,,85295,b) FHA,,,a) Leased solar,a) Took over payments on the lease,92.82,Solar City,c) I don't know,Somewhat positive,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Neutral,Very positive,Neutral,c) A Little familiar,1,,,b) No influence,c) Undecided,Male,80,"$100,000 or more",100,White,,Some college but no degree,Yes,
2617,,85331,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,106,SunPower energy,"b) No, this was not a stipulation",Very positive,Very positive,Very positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Neutral,,,1,,b) No influence,c) Undecided,Male,60,"$60,000 â€“ $69,999",60,Other or multiple race/ethnicity,,Bachelor degree,Undetermined. Not enough time to evaluate yet. Need at least one full year for proper evaluation.,
2623,,85254,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,110,Solar City,"b) No, this was not a stipulation",Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Very positive,Neutral,Neutral,Very positive,a) Very familiar,1,,2,b) No influence,b) Unlikely,Female,51,"$100,000 or more",100,White,,Bachelor degree,Yes - low utility bills in summer peak period. ,
2626,,85295,b) FHA,,,a) Leased solar,a) Took over payments on the lease,85.55,Solar City,"b) No, this was not a stipulation",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,1,2,3,b) No influence,c) Undecided,Male,24,"$100,000 or more",100,White,,Bachelor degree,"Yes. The solar panels wasn't a major influence in buying this property, it was just an additional feature. It has been working with no issues and supplies a good amount of the power we need.",
2642,,85044,a) Conventional,,,b) Owned solar,c) System is owned,,,,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,Neutral,Neutral,Somewhat negative,Somewhat positive,Neutral,c) A Little familiar,1,,,,,Male,72,"$40,000 â€“ $49,999",40,White,,Graduate degree,,
2650,,85142,a) Conventional,,,b) Owned solar,c) System is owned,,Solar City,,Very positive,Neutral,Somewhat positive,Very positive,Very positive,Neutral,Neutral,Neutral,Very positive,Somewhat positive,b) Somewhat familiar,1,2,3,b) No influence,d) Somewhat Likely,Female,46,"$100,000 or more",100,White,,Bachelor degree,Yes - lower bills was bigger benefit and it has lived up to expectations and beyond.,I would have to say that a solar lease may have dissuaded me from purchasing a home with solar.
2660,"Respondent failed to answer most questions on front of survey. Still, he indicates that he's the homeowner in the Q11 section, so leaving it in. ",85331,d) Cash,,,,,,,,Somewhat positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,,1,3,2,b) No influence,c) Undecided,Male,72,"$90,000 â€“ $99,999",90,White,,Graduate degree,Thus far all is good. Only been in home 4 months... utility (electric) 60% less,
2669,Q4: 6 KW seems more logical then 600. ,85008,b) FHA,,6,b) Owned solar,c) System is owned,,,,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,2,1,3,b) No influence,b) Unlikely,Male,30,"$30,000 â€“ $39,999",30,Hispanic or Latino,,Some college but no degree,No. Does not seem to save much money.,
2677,,85395,a) Conventional,,,b) Owned solar,c) System is owned,,,,Very positive,Neutral,Very positive,Very positive,Very positive,Neutral,Neutral,Very positive,Very positive,Very positive,a) Very familiar,3,1,2,c) More likely to buy,c) Undecided,Female,,,,White,,Bachelor degree,Yes,
2695,,85041,a) Conventional,,5.016,b) Owned solar,c) System is owned,,Salt River Solar & Wind,,Neutral,Neutral,Neutral,Somewhat positive,Neutral,Neutral,Neutral,Somewhat negative,Somewhat positive,Somewhat positive,b) Somewhat familiar,3,2,1,b) No influence,d) Somewhat Likely,Female,28,"$100,000 or more",100,White,,Bachelor degree,"We had hoped for more positive impact on the bill, but after seeing past bills the system has remained consistent. ","1. According to our agent it is much easier to purchase an ""owned"" system vs. ""leased"". Lenders were very insistent on this issue.  / 2. Very unhappy about the actions by SRP to increase rates on solar customers.  / 3. $32,000 + to install this unit. This unit generates 15-20% of our energy bill. That's $100/month - $1,200/year... taking 27 years to ""pay"" for this unit. This seems VERY inefficient. (emphasis added by respondent)"
2699,,85020,c) VA,,10.3,b) Owned solar,c) System is owned,,American Solar Electric,,Somewhat positive,Somewhat positive,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat negative,Neutral,Neutral,d) Vaguely familiar,,1,,c) More likely to buy,d) Somewhat Likely,Male,40,"$100,000 or more",100,White,,Graduate degree,,
2707,"Respondent answered ""over 50"" to age question, so I left that answer out. It's not specific enough to a decade, therefore cannot be binned. ",85022,b) FHA,,,b) Owned solar,c) System is owned,,,,Neutral,Somewhat positive,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat negative,Neutral,Neutral,e) Never heard of it,1,1,3,b) No influence,b) Unlikely,Female,,"$90,000 â€“ $99,999",90,White,,Some college but no degree,Too soon to tell... only been in house for 2 months.,
2710,"Note on Q2 concerning ownership of the HOME: It appears Respondent misunderstood the question because in the Q11 she indicates that they ""closed"" on the home just a few weeks before responding to this survey. So, it appears they are the owners after all. ",85373,d) Cash,,,a) Leased solar,a) Took over payments on the lease,155,SunPower,c) I don't know,Very positive,Neutral,Very positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,1,1,3,b) No influence,c) Undecided,Female,56,,,White,,"High school graduate, diploma or equivalent (for example: GED)",Too ealry to tell. Lease is pricey. Still waiting to see what our APS will average etc. Have just gotten hooked back up online so this is VERY NEW. (emphasis added by respondent) Although we closed over 2 months ago have only been in home few weeks. ,
2717,,85395,d) Cash,,,b) Owned solar,c) System is owned,,,,Somewhat positive,Neutral,Somewhat positive,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,1,2,3,b) No influence,a) Very Unlikely,Female,73,"$30,000 â€“ $39,999",30,White,,Bachelor degree,Yes - only 3 months so far - so don't have much experience,
2730,,85395,d) Cash,,,b) Owned solar,c) System is owned,,Solar City,,Somewhat positive,Neutral,Somewhat positive,Very positive,Neutral,Neutral,Somewhat positive,Neutral,Neutral,Neutral,e) Never heard of it,,,,,,Female,80,"$20,000 - $29,999",20,White,,Some college but no degree,Too early to tell!,"I live in an adult community, I was down sizing and this was smaller with Solar. There are many homes with solar here. I will keep your letter and phone #, if I ever need help.  / Thank you  / (signed with respondent's name)"
2732,,85383,d) Cash,,,b) Owned solar,c) System is owned,,,,Somewhat positive,Neutral,Somewhat positive,Very positive,Somewhat positive,Very negative,Neutral,Neutral,Somewhat positive,Neutral,c) A Little familiar,,1,,c) More likely to buy,d) Somewhat Likely,Male,54,"$60,000 â€“ $69,999",60,White,,Trade/technical/vocational training,,
2735,,85282,b) FHA,,,b) Owned solar,c) System is owned,,,,Neutral,Neutral,Neutral,Very positive,Neutral,Very positive,Very negative,Very negative,Very positive,Very negative,e) Never heard of it,2,1,3,b) No influence,d) Somewhat Likely,Male,52,"$100,000 or more",100,White,,"High school graduate, diploma or equivalent (for example: GED)",,
2743,,85396,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,71,SunPower,"b) No, this was not a stipulation",Neutral,Neutral,Neutral,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,,1,,b) No influence,b) Unlikely,Male,70,"$70,000 â€“ $79,999",70,White,,Bachelor degree,Have not been here long enough. ,
2752,,85024,b) FHA,,,b) Owned solar,c) System is owned,,,,Very positive,Neutral,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Somewhat positive,Very positive,Neutral,e) Never heard of it,1,2,3,b) No influence,c) Undecided,Female,50,"$90,000 â€“ $99,999",90,White,,Some college but no degree,Unknown at this time.,"If the home hadn't had the panels, we would of looked into adding them. "
2755,,85388,a) Conventional,,,a) Leased solar,b) Lease was pre-paid,,Solar City,,Neutral,Neutral,Somewhat positive,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,1,2,3,,c) Undecided,Male,58,"$100,000 or more",100,White,,Trade/technical/vocational training,,
2768,,85205,a) Conventional,,5,a) Leased solar,a) Took over payments on the lease,67,Solar City,"b) No, this was not a stipulation",Neutral,Neutral,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,Neutral,d) Vaguely familiar,2,1,3,b) No influence,c) Undecided,Female,30,"$100,000 or more",100,White,,Bachelor degree,Yes - energy bills,
2770,,85379,d) Cash,,,a) Leased solar,a) Took over payments on the lease,57,Solar City,"b) No, this was not a stipulation",Very negative,Neutral,Very negative,Very negative,Neutral,Neutral,Neutral,Neutral,Very negative,Neutral,e) Never heard of it,,1,,c) More likely to buy,c) Undecided,Female,66,,,White,,Some college but no degree,Adding more solar panels - not enough currently,
2774,,85086,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,65.26,Solar City,c) I don't know,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,,1,,b) No influence,c) Undecided,Male,64,"Less than $20,000",10,White,,Graduate degree,Yes,
2777,,85396,c) VA,,,a) Leased solar,a) Took over payments on the lease,115,Solar city,"b) No, this was not a stipulation",Very positive,Neutral,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,b) Somewhat familiar,1,2,3,b) No influence,c) Undecided,Male,68,"$60,000 â€“ $69,999",60,White,,Graduate degree,So far,We were unaware of the APS plan of charging us taxes on unowned equipment. Seems no matter what we do everyone wants a piece of the dollar pie. 
2780,,85338,a) Conventional,,2.4,b) Owned solar,c) System is owned,,American Solar,,Very positive,Very positive,Very positive,Very positive,Somewhat positive,Neutral,Very positive,Somewhat positive,Very positive,Somewhat positive,d) Vaguely familiar,1,2,3,c) More likely to buy,c) Undecided,Male,56,"$100,000 or more",100,White,,Graduate degree,I was hoping my bills would be lower,
2781,,85212,a) Conventional,,,b) Owned solar,c) System is owned,,,,Very positive,Neutral,Very positive,Very positive,Neutral,Neutral,Very positive,Neutral,Somewhat positive,Somewhat positive,b) Somewhat familiar,1,3,2,c) More likely to buy,c) Undecided,Female,33,"$50,000 â€“ $59,999",50,White,,Graduate degree,,
2782,,85044,d) Cash,,,a) Leased solar,a) Took over payments on the lease,82,Solar City,"b) No, this was not a stipulation",Very positive,Somewhat positive,Very positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,1,2,3,b) No influence,c) Undecided,Male,36,"$100,000 or more",100,White,,Graduate degree,Yes! We save money and energy.,
2786,,85260,a) Conventional,,,a) Leased solar,b) Lease was pre-paid,,SunPower,"b) No, this was not a stipulation",Very positive,Neutral,Somewhat positive,Very positive,Very positive,Very positive,Neutral,Neutral,Somewhat positive,Neutral,d) Vaguely familiar,1,1,3,b) No influence,b) Unlikely,Male,51,"$100,000 or more",100,White,,Bachelor degree,Yes - very low electric bills,
2803,,85374,d) Cash,,,b) Owned solar,c) System is owned,,,,Very positive,Somewhat positive,Very positive,Very positive,Somewhat negative,Very negative,Neutral,Neutral,Very positive,Neutral,c) A Little familiar,,1,,c) More likely to buy,c) Undecided,Male,72,"$60,000 â€“ $69,999",60,White,,Some college but no degree,Have only lived here 2 months - hard to tell,
2807,,85032,a) Conventional,,6.5,b) Owned solar,c) System is owned,,,c) I don't know,Very positive,Very positive,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,c) A Little familiar,,2,1,b) No influence,d) Somewhat Likely,Male,36,"$90,000 â€“ $99,999",90,White,,Some college but no degree,,
2815,,85249,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,131.9,Solar City,"b) No, this was not a stipulation",Very positive,Neutral,Very positive,Very positive,Somewhat positive,Neutral,Very positive,Neutral,Very positive,Neutral,e) Never heard of it,1,2,3,c) More likely to buy,d) Somewhat Likely,Female,38,"$100,000 or more",100,Hispanic or Latino,,Some college but no degree,"Yes, Electric bill for the summer was nicer. ",Love having panels.
2818,,85015,b) FHA,,7,b) Owned solar,c) System is owned,,,,Somewhat positive,Neutral,Somewhat positive,Very positive,Somewhat positive,Neutral,Somewhat positive,Somewhat negative,Somewhat positive,Neutral,c) A Little familiar,2,1,3,c) More likely to buy,b) Unlikely,Male,51,"$100,000 or more",100,White,,Graduate degree,"Yes, lower electric bill than prior residence without solar. ",
2819,,85209,d) Cash,,12,a) Leased solar,a) Took over payments on the lease,116,Solar City,"b) No, this was not a stipulation",Neutral,Somewhat positive,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,2,1,3,b) No influence,a) Very Unlikely,Male,53,"$30,000 â€“ $39,999",30,White,,Associate degree,mostly,
2821,"Owner answered Q5 incorrectly. Leased, not owned solar, according to answers to all the other questions. Since they indicated that it was a prepaid lease at the time of purchase, this might be the source of their mid-understanding.",85302,c) VA,,,a) Leased solar,b) Lease was pre-paid,,,"a) Yes, this was a stipulation",Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Very positive,Very positive,c) A Little familiar,,1,,c) More likely to buy,d) Somewhat Likely,Male,55,"$70,000 â€“ $79,999",70,Hispanic or Latino,,,,
2841,,85338,d) Cash,,,a) Leased solar,b) Lease was pre-paid,,Solar City,"a) Yes, this was a stipulation",Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat positive,Very positive,Neutral,e) Never heard of it,1,2,3,b) No influence,c) Undecided,Female,59,"$100,000 or more",100,White,,Graduate degree,"Yes, my bills are lower",
2842,,85387,d) Cash,,10.44,b) Owned solar,c) System is owned,,SMA Sunny Boy,,Very positive,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat positive,Very positive,e) Never heard of it,2,3,1,c) More likely to buy,c) Undecided,Male,39,"$60,000 â€“ $69,999",60,White,,Bachelor degree,"Yes overall, but may add more panels in future.","Rather pay less now, than later more."
