Zip_Code,new_primary_key,Q25_Sold_Info_Loan_Type,Q25_Sold_Info_Loan_Type_TEXT,Q4_Solar_Panels__KW,Q5_Solar_Panels_Ownership,Q6_Prepaid_or_Zerodown,Q7_Lease_Payment_Monthly,Q8_Solar_Installer_Name,Q9_Prepay_Stipulation,Q10_1_Matrix_Good_Environment,Q10_2_Matrix_Climate_Change_Concern,Q10_3_Matrix_Cleaner_Energy,Q10_4_Matrix_Lower_Electric_Bills,Q10_5_Matrix_Net_Metering_Profit,Q10_6_Matrix_Rent_Property,Q10_7_Matrix_Social_Network,Q10_8_Matrix_Maintenance_Repair,Q10_9_Matrix_Add_Value_to_Home,Q10_10_Matrix_Go_Off_Grid,Q18_Storage_Familiar,Q19_1_Storage_Usage_Backup,Q19_2_Storage_Usage_LoadShifting,Q19_3_Storage_Usage_OffGrid,Q26_Storage_Influence_HomePurchase,Q20_Storage_Likelyhood_to_Buy_Batteries,Q14_Demographics_Gender,Q13_Demographics_Age,Q17_Demographics_Income_Range,Q17_Income_Range_Holder,Q15_Demographics_Race_Ethnicity,Q15_Other_TEXT_Demographics_Race_Ethnicity,Q16_Demographics_Education,Q11_Qual_Question_1,Q12_Qual_Question_2
85295,2626,b) FHA,,,a) Leased solar,a) Took over payments on the lease,85.55,Solar City,"b) No, this was not a stipulation",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,1,2,3,b) No influence,c) Undecided,Male,24,"$100,000 or more",100,White,,Bachelor degree,"Yes. The solar panels wasn't a major influence in buying this property, it was just an additional feature. It has been working with no issues and supplies a good amount of the power we need.",
85044,2642,a) Conventional,,,b) Owned solar,c) System is owned,,,,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,Neutral,Neutral,Somewhat negative,Somewhat positive,Neutral,c) A Little familiar,1,,,,,Male,72,"$40,000 â€“ $49,999",40,White,,Graduate degree,,
85142,2650,a) Conventional,,,b) Owned solar,c) System is owned,,Solar City,,Very positive,Neutral,Somewhat positive,Very positive,Very positive,Neutral,Neutral,Neutral,Very positive,Somewhat positive,b) Somewhat familiar,1,2,3,b) No influence,d) Somewhat Likely,Female,46,"$100,000 or more",100,White,,Bachelor degree,Yes - lower bills was bigger benefit and it has lived up to expectations and beyond.,I would have to say that a solar lease may have dissuaded me from purchasing a home with solar.
85331,2660,d) Cash,,,,,,,,Somewhat positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,,1,3,2,b) No influence,c) Undecided,Male,72,"$90,000 â€“ $99,999",90,White,,Graduate degree,Thus far all is good. Only been in home 4 months... utility (electric) 60% less,
85008,2669,b) FHA,,6,b) Owned solar,c) System is owned,,,,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,2,1,3,b) No influence,b) Unlikely,Male,30,"$30,000 â€“ $39,999",30,Hispanic or Latino,,Some college but no degree,No. Does not seem to save much money.,
85395,2677,a) Conventional,,,b) Owned solar,c) System is owned,,,,Very positive,Neutral,Very positive,Very positive,Very positive,Neutral,Neutral,Very positive,Very positive,Very positive,a) Very familiar,3,1,2,c) More likely to buy,c) Undecided,Female,,,,White,,Bachelor degree,Yes,
85041,2695,a) Conventional,,5.016,b) Owned solar,c) System is owned,,Salt River Solar & Wind,,Neutral,Neutral,Neutral,Somewhat positive,Neutral,Neutral,Neutral,Somewhat negative,Somewhat positive,Somewhat positive,b) Somewhat familiar,3,2,1,b) No influence,d) Somewhat Likely,Female,28,"$100,000 or more",100,White,,Bachelor degree,"We had hoped for more positive impact on the bill, but after seeing past bills the system has remained consistent. ","1. According to our agent it is much easier to purchase an ""owned"" system vs. ""leased"". Lenders were very insistent on this issue.  / 2. Very unhappy about the actions by SRP to increase rates on solar customers.  / 3. $32,000 + to install this unit. This unit generates 15-20% of our energy bill. That's $100/month - $1,200/year... taking 27 years to ""pay"" for this unit. This seems VERY inefficient. (emphasis added by respondent)"
85020,2699,c) VA,,10.3,b) Owned solar,c) System is owned,,American Solar Electric,,Somewhat positive,Somewhat positive,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat negative,Neutral,Neutral,d) Vaguely familiar,,1,,c) More likely to buy,d) Somewhat Likely,Male,40,"$100,000 or more",100,White,,Graduate degree,,
85022,2707,b) FHA,,,b) Owned solar,c) System is owned,,,,Neutral,Somewhat positive,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat negative,Neutral,Neutral,e) Never heard of it,1,1,3,b) No influence,b) Unlikely,Female,,"$90,000 â€“ $99,999",90,White,,Some college but no degree,Too soon to tell... only been in house for 2 months.,
85373,2710,d) Cash,,,a) Leased solar,a) Took over payments on the lease,155,SunPower,c) I don't know,Very positive,Neutral,Very positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,1,1,3,b) No influence,c) Undecided,Female,56,,,White,,"High school graduate, diploma or equivalent (for example: GED)",Too ealry to tell. Lease is pricey. Still waiting to see what our APS will average etc. Have just gotten hooked back up online so this is VERY NEW. (emphasis added by respondent) Although we closed over 2 months ago have only been in home few weeks. ,
85395,2717,d) Cash,,,b) Owned solar,c) System is owned,,,,Somewhat positive,Neutral,Somewhat positive,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,1,2,3,b) No influence,a) Very Unlikely,Female,73,"$30,000 â€“ $39,999",30,White,,Bachelor degree,Yes - only 3 months so far - so don't have much experience,
85395,2730,d) Cash,,,b) Owned solar,c) System is owned,,Solar City,,Somewhat positive,Neutral,Somewhat positive,Very positive,Neutral,Neutral,Somewhat positive,Neutral,Neutral,Neutral,e) Never heard of it,,,,,,Female,80,"$20,000 - $29,999",20,White,,Some college but no degree,Too early to tell!,"I live in an adult community, I was down sizing and this was smaller with Solar. There are many homes with solar here. I will keep your letter and phone #, if I ever need help.  / Thank you  / (signed with respondent's name)"
85383,2732,d) Cash,,,b) Owned solar,c) System is owned,,,,Somewhat positive,Neutral,Somewhat positive,Very positive,Somewhat positive,Very negative,Neutral,Neutral,Somewhat positive,Neutral,c) A Little familiar,,1,,c) More likely to buy,d) Somewhat Likely,Male,54,"$60,000 â€“ $69,999",60,White,,Trade/technical/vocational training,,
85282,2735,b) FHA,,,b) Owned solar,c) System is owned,,,,Neutral,Neutral,Neutral,Very positive,Neutral,Very positive,Very negative,Very negative,Very positive,Very negative,e) Never heard of it,2,1,3,b) No influence,d) Somewhat Likely,Male,52,"$100,000 or more",100,White,,"High school graduate, diploma or equivalent (for example: GED)",,
85396,2743,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,71,SunPower,"b) No, this was not a stipulation",Neutral,Neutral,Neutral,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,,1,,b) No influence,b) Unlikely,Male,70,"$70,000 â€“ $79,999",70,White,,Bachelor degree,Have not been here long enough. ,
85024,2752,b) FHA,,,b) Owned solar,c) System is owned,,,,Very positive,Neutral,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Somewhat positive,Very positive,Neutral,e) Never heard of it,1,2,3,b) No influence,c) Undecided,Female,50,"$90,000 â€“ $99,999",90,White,,Some college but no degree,Unknown at this time.,"If the home hadn't had the panels, we would of looked into adding them. "
85388,2755,a) Conventional,,,a) Leased solar,b) Lease was pre-paid,,Solar City,,Neutral,Neutral,Somewhat positive,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,1,2,3,,c) Undecided,Male,58,"$100,000 or more",100,White,,Trade/technical/vocational training,,
85205,2768,a) Conventional,,5,a) Leased solar,a) Took over payments on the lease,67,Solar City,"b) No, this was not a stipulation",Neutral,Neutral,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,Neutral,d) Vaguely familiar,2,1,3,b) No influence,c) Undecided,Female,30,"$100,000 or more",100,White,,Bachelor degree,Yes - energy bills,
85379,2770,d) Cash,,,a) Leased solar,a) Took over payments on the lease,57,Solar City,"b) No, this was not a stipulation",Very negative,Neutral,Very negative,Very negative,Neutral,Neutral,Neutral,Neutral,Very negative,Neutral,e) Never heard of it,,1,,c) More likely to buy,c) Undecided,Female,66,,,White,,Some college but no degree,Adding more solar panels - not enough currently,
85086,2774,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,65.26,Solar City,c) I don't know,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,,1,,b) No influence,c) Undecided,Male,64,"Less than $20,000",10,White,,Graduate degree,Yes,
85396,2777,c) VA,,,a) Leased solar,a) Took over payments on the lease,115,Solar city,"b) No, this was not a stipulation",Very positive,Neutral,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,b) Somewhat familiar,1,2,3,b) No influence,c) Undecided,Male,68,"$60,000 â€“ $69,999",60,White,,Graduate degree,So far,We were unaware of the APS plan of charging us taxes on unowned equipment. Seems no matter what we do everyone wants a piece of the dollar pie. 
85338,2780,a) Conventional,,2.4,b) Owned solar,c) System is owned,,American Solar,,Very positive,Very positive,Very positive,Very positive,Somewhat positive,Neutral,Very positive,Somewhat positive,Very positive,Somewhat positive,d) Vaguely familiar,1,2,3,c) More likely to buy,c) Undecided,Male,56,"$100,000 or more",100,White,,Graduate degree,I was hoping my bills would be lower,
85212,2781,a) Conventional,,,b) Owned solar,c) System is owned,,,,Very positive,Neutral,Very positive,Very positive,Neutral,Neutral,Very positive,Neutral,Somewhat positive,Somewhat positive,b) Somewhat familiar,1,3,2,c) More likely to buy,c) Undecided,Female,33,"$50,000 â€“ $59,999",50,White,,Graduate degree,,
85044,2782,d) Cash,,,a) Leased solar,a) Took over payments on the lease,82,Solar City,"b) No, this was not a stipulation",Very positive,Somewhat positive,Very positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,1,2,3,b) No influence,c) Undecided,Male,36,"$100,000 or more",100,White,,Graduate degree,Yes! We save money and energy.,
85260,2786,a) Conventional,,,a) Leased solar,b) Lease was pre-paid,,SunPower,"b) No, this was not a stipulation",Very positive,Neutral,Somewhat positive,Very positive,Very positive,Very positive,Neutral,Neutral,Somewhat positive,Neutral,d) Vaguely familiar,1,1,3,b) No influence,b) Unlikely,Male,51,"$100,000 or more",100,White,,Bachelor degree,Yes - very low electric bills,
85374,2803,d) Cash,,,b) Owned solar,c) System is owned,,,,Very positive,Somewhat positive,Very positive,Very positive,Somewhat negative,Very negative,Neutral,Neutral,Very positive,Neutral,c) A Little familiar,,1,,c) More likely to buy,c) Undecided,Male,72,"$60,000 â€“ $69,999",60,White,,Some college but no degree,Have only lived here 2 months - hard to tell,
85032,2807,a) Conventional,,6.5,b) Owned solar,c) System is owned,,,c) I don't know,Very positive,Very positive,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,c) A Little familiar,,2,1,b) No influence,d) Somewhat Likely,Male,36,"$90,000 â€“ $99,999",90,White,,Some college but no degree,,
85249,2815,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,131.9,Solar City,"b) No, this was not a stipulation",Very positive,Neutral,Very positive,Very positive,Somewhat positive,Neutral,Very positive,Neutral,Very positive,Neutral,e) Never heard of it,1,2,3,c) More likely to buy,d) Somewhat Likely,Female,38,"$100,000 or more",100,Hispanic or Latino,,Some college but no degree,"Yes, Electric bill for the summer was nicer. ",Love having panels.
85015,2818,b) FHA,,7,b) Owned solar,c) System is owned,,,,Somewhat positive,Neutral,Somewhat positive,Very positive,Somewhat positive,Neutral,Somewhat positive,Somewhat negative,Somewhat positive,Neutral,c) A Little familiar,2,1,3,c) More likely to buy,b) Unlikely,Male,51,"$100,000 or more",100,White,,Graduate degree,"Yes, lower electric bill than prior residence without solar. ",
85209,2819,d) Cash,,12,a) Leased solar,a) Took over payments on the lease,116,Solar City,"b) No, this was not a stipulation",Neutral,Somewhat positive,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,2,1,3,b) No influence,a) Very Unlikely,Male,53,"$30,000 â€“ $39,999",30,White,,Associate degree,mostly,
85302,2821,c) VA,,,a) Leased solar,b) Lease was pre-paid,,,"a) Yes, this was a stipulation",Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Very positive,Very positive,c) A Little familiar,,1,,c) More likely to buy,d) Somewhat Likely,Male,55,"$70,000 â€“ $79,999",70,Hispanic or Latino,,,,
85338,2841,d) Cash,,,a) Leased solar,b) Lease was pre-paid,,Solar City,"a) Yes, this was a stipulation",Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat positive,Very positive,Neutral,e) Never heard of it,1,2,3,b) No influence,c) Undecided,Female,59,"$100,000 or more",100,White,,Graduate degree,"Yes, my bills are lower",
85387,2842,d) Cash,,10.44,b) Owned solar,c) System is owned,,SMA Sunny Boy,,Very positive,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat positive,Very positive,e) Never heard of it,2,3,1,c) More likely to buy,c) Undecided,Male,39,"$60,000 â€“ $69,999",60,White,,Bachelor degree,"Yes overall, but may add more panels in future.","Rather pay less now, than later more."
